predicted_class,predicted_proba
0,0.06141303754328284
0,0.13579928549208786
0,0.2672388353449209
1,0.5906761761108287
0,0.3207889114509499
0,0.48793987031051805
0,0.4592272893554675
0,0.46807725613535245
0,0.2536496123272312
1,0.5244458364942022
0,0.26784282216938876
1,0.5286061098792679
1,0.5060259285658831
0,0.43194997052862477
0,0.3175464380426453
0,0.30649938195277593
0,0.37892008520886905
0,0.4884925060108309
1,0.7865414683644266
0,0.3966744138359564
0,0.4038253522568874
0,0.4858697450477095
0,0.2281140601367258
0,0.32310047461649155
0,0.49293645284157583
0,0.4002893158018898
0,0.44454581976026264
0,0.38196768869983183
1,0.7273794210999781
0,0.4930263582097436
0,0.2537634540232098
0,0.15519094911135406
0,0.36470197924809394
0,0.25479460792848957
0,0.4407065847871271
0,0.3440452392389952
0,0.4619423705425484
1,0.6173139988618375
0,0.1598321718525454
0,0.4854393661526043
1,0.635148835751422
0,0.34378295486237054
0,0.2642258169832328
1,0.5595481367862234
0,0.34210651294573574
1,0.5168908252652609
0,0.32453936932477717
1,0.5461487891484404
1,0.6037081530325704
0,0.34787147555428627
0,0.30388008123193133
0,0.42877704033167047
0,0.4130000406764286
0,0.34692188983126293
1,0.6606306267362154
0,0.24203916083537852
0,0.4364736100713225
1,0.5715640744201003
0,0.3954013350965624
1,0.5970207164632239
1,0.5028960615882427
0,0.35481105976239974
1,0.7030743286270068
0,0.438045420393919
0,0.371149307560178
1,0.5010592592989198
1,0.7817767535219323
1,0.70360801570152
0,0.17424098734377488
0,0.3937202762316328
1,0.6252856389401
0,0.3543673026837757
1,0.6686518447037665
0,0.3965009794558051
0,0.36083719722081115
1,0.6044880614786063
1,0.6360759600744585
0,0.4416703606519781
1,0.6451902214956194
0,0.4228324347205383
0,0.30619814523619976
1,0.5724132464846896
0,0.36998747786473213
1,0.6602063046292828
1,0.6306426220931085
0,0.43436856973349836
1,0.6585479150975526
1,0.5504789420664349
0,0.10763869881483201
0,0.429820260825671
0,0.3573700856913793
0,0.3354871559864345
0,0.41315202836597725
0,0.2560716763133446
1,0.545944339973043
0,0.4572529809666495
1,0.5326598794589551
1,0.5393465276079009
0,0.22441627556526725
1,0.5741976815664437
0,0.2694967641002062
0,0.12368868526447736
0,0.330374772195611
0,0.23795917668633104
1,0.6561360442840866
0,0.49332016295463893
0,0.3099836286623246
0,0.3916018112258939
0,0.325464041646759
0,0.2479094769859063
0,0.295545633233568
0,0.4281362503183434
0,0.43890455798589323
0,0.239579343023754
0,0.3134725097730546
0,0.14169076814308876
0,0.3677581663206955
0,0.48464261083068927
1,0.6324570280033035
0,0.2423157125438375
0,0.38953478401030867
1,0.5223323374122956
0,0.49426589300479495
1,0.5558492851534707
0,0.45275189070366595
1,0.7846649413345024
1,0.5311632214061249
1,0.6939499976042651
0,0.3547020501628413
0,0.39606970048947254
1,0.5790898922263412
0,0.48435839593470337
0,0.36192798337085813
1,0.7648263655745831
1,0.575102995694544
1,0.5729302913970473
0,0.3225942109050359
1,0.5311466803004107
1,0.5060127483411152
0,0.4938871510105686
1,0.5556976187967227
1,0.5468251330649064
0,0.4307577175640888
1,0.5073208248792523
1,0.5476632054744005
1,0.5481572382592101
0,0.48039206318570776
0,0.41423033112798285
0,0.40791237521412477
0,0.1590818477291134
0,0.4192718452813366
1,0.5403769912704616
0,0.3265956884381917
1,0.5892346590144992
0,0.3517238644755309
1,0.5221617201084737
0,0.4557122624199944
0,0.4780891068360189
0,0.49399155618323104
0,0.4057093855455018
1,0.5587218240589306
0,0.18577262333678501
1,0.5443517158036357
0,0.35929987189589596
1,0.528541496194623
0,0.3886619699708996
1,0.5775567345687225
1,0.7870888442335303
1,0.505247622360429
0,0.4912069097514983
0,0.2642388781765714
1,0.5411485679036588
1,0.5431229252139675
1,0.6880978101042796
1,0.507210973381528
1,0.5371892806572232
0,0.36275531984014825
0,0.3193634853504326
1,0.5734816182562106
0,0.4147818792481543
0,0.38000498526904497
0,0.32078647350289835
1,0.535872500137899
0,0.40131161435031804
1,0.5049796964504819
0,0.4241261865726135
0,0.2184046708907368
0,0.3476759966756957
0,0.2947796017700839
0,0.49293042582158203
1,0.7043370254502426
0,0.39324832421232087
0,0.37071310168259675
1,0.5116036503591738
1,0.5661110351267861
0,0.4960948427529643
1,0.7694089056758413
1,0.7258547762152506
0,0.46574434030464745
0,0.4078369698365922
0,0.4832152762253203
0,0.3784979536727623
0,0.275753827341479
0,0.3564023361411786
0,0.31864071892543927
0,0.08235151206677468
0,0.27926181929092736
0,0.266521746424666
1,0.5268060642252567
0,0.485606171597544
0,0.3725087388718496
0,0.21394324675319654
0,0.41030276598327997
0,0.47720272660619056
1,0.6147739212855506
0,0.3823413415843468
0,0.40796636169528566
0,0.3400369573963742
1,0.5593073728770536
1,0.6512287114568256
0,0.2663605242818428
0,0.2310625100490706
0,0.35867125026897023
0,0.4523982397351682
1,0.6075878687873378
0,0.18283819324769196
0,0.3234468310790493
1,0.5720195120384541
0,0.49660460247536853
1,0.5722135837235792
0,0.2660595527406341
1,0.5179085339872325
0,0.4010055680821268
1,0.6856877275450642
1,0.5408201144339552
0,0.35759766347528754
1,0.5423554984810417
0,0.23984632767104636
0,0.37797662785701236
1,0.5396064094374888
0,0.14273742667622533
0,0.39651183467684203
0,0.483361346582163
0,0.3738908071734001
0,0.41405925691499
1,0.6857995228654636
0,0.411366077060082
0,0.3992623042847803
0,0.4345073232191883
0,0.48485351006990923
1,0.7027134108871496
1,0.5509542407031842
0,0.3460530009632987
1,0.6078100815549262
0,0.3016438857095964
1,0.5390650816612743
0,0.20966461082817994
0,0.08831078188647583
0,0.39812895490046796
1,0.6471616317965188
0,0.4726208743261311
0,0.3232652499789916
0,0.48936968850102636
1,0.8084818876906735
0,0.33754257206446114
1,0.9172440833612339
0,0.41484427731946694
0,0.29315104619925675
0,0.4458940199970115
0,0.444030785735229
1,0.7781307771373119
1,0.7719109401233433
1,0.6176658810646878
0,0.3228922989306385
1,0.5018563526205314
0,0.16468129912684096
0,0.4749613271551808
0,0.47243019515758694
1,0.6514990666628426
0,0.2374569217299648
0,0.36650115000981703
0,0.3235234908611813
1,0.5958465533472158
0,0.3969896590741624
0,0.38566648120337194
1,0.5631258728076338
0,0.4989720024442699
0,0.35542225279246903
0,0.4563692754216745
1,0.7533765079154336
0,0.2811910477444149
1,0.5329395137939393
1,0.8490544157230677
1,0.5708708200385895
0,0.41378341643947086
0,0.3808805764594323
1,0.5803645515839972
1,0.6096478274931983
0,0.37107036972015206
0,0.2891801936787534
1,0.5008698512549887
0,0.4020439151248826
1,0.7847888460883585
1,0.5493080635137714
0,0.4360201292684075
1,0.5037200558570455
0,0.4786262968401522
0,0.4483962474193771
0,0.4362064988202073
0,0.08335034569417328
0,0.4068724547120529
0,0.12512836690117174
0,0.4511127300455363
1,0.5977540333997643
0,0.2579248223630969
0,0.38284602259797634
1,0.5853056813495325
0,0.40112931750206193
0,0.3071416082761261
0,0.3550224598259827
1,0.6112960918161549
0,0.4153035105148931
1,0.6634745130563857
0,0.4497812328876119
1,0.5329232892358091
0,0.4758517904691899
0,0.3484834098150924
1,0.5053411476199055
1,0.8244692374966571
0,0.4821242304803953
0,0.053455664568211714
0,0.13299436311029467
0,0.115339474699316
0,0.40011580357604004
0,0.45496498689274484
1,0.5288243508627725
0,0.4978606614092432
0,0.44001228006914234
1,0.6997641127037082
0,0.38886787710009
1,0.5427544450350392
0,0.4378149611673115
0,0.32200374818552796
0,0.4889617039813796
0,0.2071898650652273
1,0.5647272466837955
0,0.46409587252207063
0,0.34615903525543484
1,0.5461802943134897
0,0.35142510338267346
1,0.6555412858524531
0,0.26923567126110665
1,0.5222650852279027
0,0.23145730223942043
0,0.46149991103073457
1,0.6911466694631597
1,0.6328496532617963
0,0.49204355534408917
1,0.898236834046692
0,0.3868412945737151
0,0.4144235183094195
0,0.451596269466132
0,0.43573439942757325
0,0.3534931492670405
0,0.3612484344951386
0,0.38031868783723954
1,0.7627071392372353
0,0.39088628850904344
0,0.4129437284710022
0,0.3621086196228526
1,0.6135637555961074
1,0.720302452396082
0,0.3591919137883281
0,0.4700853123583642
0,0.11588694978392401
0,0.3907021817786547
0,0.43694183458973185
0,0.38075600895044404
0,0.2362248003761816
1,0.5421330620088646
0,0.36968772185014676
0,0.2508324490808811
0,0.2734600250665104
0,0.4113458898549201
0,0.35183439754751794
1,0.5946120363834637
0,0.3277138646123938
1,0.5406673683031622
0,0.47033456441705
0,0.29233216070217466
0,0.4156228819964137
0,0.38372235951802147
1,0.6823924579351809
0,0.04636936414669938
1,0.5222793823173572
0,0.2562406384410103
1,0.5199316102389085
1,0.5993754959770964
0,0.3539539322194457
0,0.28529174270225477
1,0.52563998613449
1,0.6472159108428055
0,0.3291143765101737
0,0.47754048525502846
1,0.5759005972077843
1,0.6356638660654922
0,0.3518327377307238
1,0.5393368802770213
0,0.2899480012490519
1,0.7599233508363931
1,0.6619118004543803
0,0.19602847626982903
1,0.6813228501696579
0,0.3017603640208099
0,0.33731827424169286
0,0.31130756534925
0,0.41914717724356054
1,0.7002018274942938
0,0.04790344888142734
0,0.48558678252651866
0,0.3343386940348962
1,0.6147414068451745
0,0.4257925571025603
0,0.3113795258722318
0,0.32169814432616023
0,0.3383608822671682
0,0.4742753098364538
0,0.2867804132508736
1,0.6701961824142701
1,0.665807547546586
1,0.5356582575748938
0,0.4647555743840324
1,0.697287572254383
0,0.4974430706245401
0,0.4103046293673097
0,0.3971351013253265
0,0.3286744742320178
0,0.4430716506740329
0,0.42958394006064177
0,0.373647159502574
0,0.40850038746944084
1,0.8235529174710003
1,0.7162562096565965
0,0.23815886320660198
0,0.3915401065026189
0,0.350677338841334
0,0.3575916556795244
0,0.4363392268262924
0,0.35479568486456714
0,0.14788646819667695
0,0.4066419077904965
0,0.39007066546073393
1,0.61646530965988
0,0.3387335896813271
1,0.527029093017823
0,0.28754805535592165
1,0.5864310925061015
1,0.569648492416524
0,0.39311425817556855
0,0.462537733091969
1,0.5905820911118249
0,0.45558761638386996
0,0.1887815789712379
0,0.3340052798843588
1,0.6093596384170746
0,0.39165233223637513
0,0.29862181720610337
1,0.7827446618053258
1,0.5738867857289531
0,0.4296839184274207
1,0.5585723245746711
1,0.5014371189044103
1,0.5608418162973232
1,0.7281931081073673
0,0.08574245230756757
1,0.7351994198504905
1,0.5665973829116726
1,0.5916660077106407
1,0.5343774147386984
0,0.3162268557712625
0,0.44122217234103184
1,0.6182255384096171
0,0.22986517848848742
1,0.6661346892979987
0,0.4159585154485327
0,0.376075616281607
1,0.5238396855911549
0,0.2825451600060055
0,0.3817988905819188
0,0.49175127223459136
0,0.3602983630687565
0,0.34253791682808227
0,0.4802821186746488
0,0.32813489129972917
0,0.2589746342019067
0,0.44018030222132476
0,0.40355852115285373
0,0.3033243072084775
0,0.47986686000159007
0,0.4233316894414986
0,0.4647936121503366
0,0.47255722739766215
1,0.524763170908066
0,0.44521619728171297
0,0.4131062038497907
0,0.49889796132045067
0,0.36313263765764214
0,0.4740655049028751
1,0.557476276035367
1,0.6393252970494124
0,0.4388591941739671
1,0.5029423028995388
1,0.5138882538238109
0,0.40035030552589684
1,0.5713440999548737
0,0.4396399119334043
0,0.4825422872366733
0,0.11193922941309918
0,0.4893727596345352
0,0.49914452860430253
0,0.4692345023654261
1,0.6227368304640193
0,0.4092006711530084
0,0.25910134441610244
1,0.5290791784317601
0,0.3851076989198723
1,0.6017572953533697
1,0.6899609177547318
0,0.4757968728893226
1,0.558577906104329
0,0.445331345228787
0,0.06180331491511842
1,0.6446726084403245
0,0.23809769357837535
0,0.3114741800601415
1,0.5004294024045683
0,0.4568323704634695
0,0.48890626848253915
1,0.5173067177244153
1,0.5074227128307136
0,0.3218745483140129
0,0.3119664052054253
0,0.4156632981583034
1,0.5397762478002451
0,0.27636914899730847
0,0.08495045784474643
1,0.6927804240605955
0,0.48238812908163126
1,0.8129959696911053
1,0.5740207302746918
0,0.42627844606312404
0,0.38682454678337075
1,0.8102537532659664
0,0.24262207288102694
0,0.28272004234803716
0,0.3854035418776384
0,0.16376428424996303
1,0.5498684339862495
1,0.5099561245718506
0,0.05166799516089558
0,0.12817567433523383
0,0.3529639750455528
1,0.7403606244246379
0,0.434579271695458
0,0.42063407529081814
1,0.7332464304270654
0,0.2917065544579182
0,0.2937212523877984
1,0.5538766511193571
1,0.5994583445546056
0,0.3880149670148795
1,0.6276037339433848
0,0.12432247005980007
0,0.4381900894888613
1,0.585074019950676
1,0.5545434337810039
1,0.7378769499909004
0,0.09456343995384288
1,0.794524072053871
0,0.14457495927106273
0,0.40692670570427225
0,0.45712047451963456
0,0.44283207803883545
1,0.6073403794346738
0,0.38896913173219094
1,0.526325026188348
0,0.4258643845407852
1,0.7407452249180623
1,0.5013995966348987
0,0.4515384853229443
1,0.6243254381945597
1,0.541564286458525
0,0.4119653183160538
1,0.757514269027066
0,0.40987458807355853
0,0.06390193900332293
1,0.6031434847744834
1,0.7291472714174023
0,0.382231115421384
0,0.468540989400729
0,0.43060053915677826
0,0.3582359123437143
1,0.5171061288570417
1,0.5539763267998166
0,0.2942023265512587
1,0.6285249452328173
0,0.18027181461566158
1,0.6148193373120836
0,0.42435468737824206
1,0.508311546585163
1,0.6076916070875586
1,0.6782015613414051
0,0.1321500569690829
0,0.4638589106635448
1,0.6208608381995467
0,0.28519693677551683
1,0.5419078445934622
0,0.4341238069541127
1,0.8309759306694087
0,0.2904703992914475
1,0.5674361386879727
0,0.45124717325467195
0,0.4060669060138967
0,0.20458954596227058
1,0.5571832748600475
0,0.37182936930777766
0,0.4781905672677346
0,0.12058407750633607
0,0.2873215620541933
1,0.6934562056751032
1,0.5408389420370796
0,0.3342061904743362
1,0.6479112489131761
1,0.6231153033002416
0,0.3992096530696258
0,0.3959963370432605
1,0.5925083733425685
0,0.11358574869013405
1,0.6613080194890908
0,0.3638708873195394
0,0.3698047054084698
1,0.5067536146662198
0,0.2999048082197878
0,0.37090735830414173
0,0.4452466240612219
0,0.2819213054656276
0,0.21149245154741678
1,0.5462914291908224
1,0.7471257588391412
1,0.7354973824681145
0,0.4363643743108516
1,0.6050780186699177
1,0.511497095518909
0,0.28151275351818045
0,0.49336856855735406
0,0.37800605771150275
0,0.4640752914541848
0,0.08111477787492642
1,0.8714749764338956
0,0.4853468774844388
0,0.16915660452754938
1,0.8044191275669871
0,0.4384497429593891
1,0.7700601054121715
0,0.43234174671078013
0,0.24728429254388717
1,0.7233980370619376
0,0.4498819211718437
0,0.3246636393476232
0,0.4472602654733238
0,0.3386482692625811
0,0.3436803488669208
0,0.4189604251140751
0,0.3145664196787512
0,0.2847989497137585
0,0.09892743088585783
1,0.5441984857013855
0,0.45854220644841215
0,0.3308225634304278
1,0.5861455310155853
0,0.36206933130778085
1,0.8000070086130653
0,0.48861709264737724
1,0.7020938050338669
1,0.6302402224618447
0,0.39872993878786217
0,0.3887012228180267
0,0.43507861049728197
1,0.5559484794140128
0,0.43385213112515764
0,0.4275090989552949
0,0.3807065831198104
0,0.41234649149558605
0,0.30092204651226157
0,0.41642406502920365
0,0.4686144790969319
0,0.26569840991377713
0,0.47190128047864727
0,0.3676134056662516
0,0.48924310263715987
1,0.6613300587309194
0,0.1193541780278645
0,0.3213128091009253
0,0.4649016225992513
1,0.5797205349470699
0,0.3360717922673109
0,0.3989461378681412
0,0.3814257550249414
1,0.5633518725284173
1,0.5187647417106853
0,0.375170366799313
0,0.3789250141686491
1,0.5022314766212052
1,0.5257099637950552
0,0.47424528666358656
0,0.47084005982346677
0,0.4658234025823354
0,0.08686920733830308
0,0.25408623140564096
1,0.6027681433548326
0,0.3199649454952534
0,0.4612414834988998
1,0.5792911597695796
0,0.09959735730465713
1,0.5314449785139064
0,0.48708129442863535
0,0.46717511129567013
1,0.623344088571433
0,0.39670809385288675
0,0.29744270214021756
0,0.06473325288430257
0,0.21001035295328005
1,0.798716719779971
1,0.511902994112183
0,0.3603936761977284
0,0.4464053303293801
0,0.1703444786288013
0,0.32077253834617264
0,0.36981023284711684
0,0.2381676473871774
1,0.5786206518898962
1,0.573750393165934
1,0.5910294707852011
0,0.49089628058953955
0,0.29122300714650695
1,0.7176024012831351
0,0.3436821070196894
1,0.709838692047096
0,0.30349635505526495
0,0.4820206345018718
1,0.6429853168536507
0,0.25852372747412194
0,0.4124621296841323
0,0.46317057776035164
0,0.31769942586098227
1,0.6785983262269168
0,0.3995571662999207
1,0.5406195569851404
0,0.1941611809271366
0,0.4758799042276755
1,0.7110507253472451
0,0.4589859504011506
1,0.5259665185978971
0,0.3889457181299739
0,0.3778138867443462
1,0.7005759865617505
1,0.5369003623694203
0,0.40103086977363095
0,0.47594095292501903
1,0.5887314464283294
1,0.646030928169474
1,0.5179590784299647
1,0.5586031142737463
1,0.7319658938124621
1,0.5317583393637981
0,0.4730221650045204
1,0.6523867933522995
0,0.2573532337291614
1,0.6435935576234738
0,0.3981392961323611
0,0.36497456431551145
0,0.21063754707657753
0,0.22223941161035227
1,0.6889904481920285
0,0.12772516888018265
0,0.41434658832491555
0,0.3888161273535727
0,0.3419119245743335
1,0.5045075717054712
0,0.0317886312442006
1,0.6391043872820003
0,0.30940455762874036
0,0.35188447671603595
1,0.6823431098475509
0,0.4828932647399949
1,0.5027855154201704
0,0.31418802249133115
0,0.498468750147252
0,0.48049326700376416
0,0.32068822217049986
1,0.5941273368233351
1,0.5968596174832418
0,0.3892499499719688
1,0.5234837934947796
0,0.4867378567675272
0,0.37332758053834497
1,0.512679548678268
1,0.5060227038947969
1,0.521865966976201
0,0.47867149138728593
1,0.5456152435665006
0,0.4324618441004963
0,0.3970663621950868
0,0.24123662688218753
0,0.38277608280898806
1,0.6704045467762352
0,0.1969376987536648
0,0.49184220295277636
0,0.47452661508235705
1,0.5060781142411239
0,0.21598064844158393
1,0.5741930751770532
1,0.5320843115631819
1,0.5518435247582613
0,0.30140044913647746
0,0.3262412332104298
1,0.6204144360378148
0,0.165543433310048
1,0.7473409425219456
1,0.6718947444628803
0,0.4881874954430168
0,0.29854012222704285
0,0.4079634435103134
0,0.44537436570911365
0,0.4965310458761062
1,0.7459556753907132
0,0.37713904564766715
1,0.5497840713332495
1,0.6279270235005484
1,0.5253683745644808
0,0.49717712098790307
1,0.648760388728203
0,0.3350071710870704
0,0.43229731098653384
0,0.25757908658582546
1,0.5064465920536627
0,0.2876435905878013
0,0.36313904168696026
1,0.6310868355360403
0,0.37419325491283856
0,0.4012302288162321
0,0.3212532743368669
1,0.5561823002219403
1,0.7896833275320982
0,0.44813582524228973
0,0.3780326588377121
0,0.4121305910973442
0,0.4367420091388728
0,0.4627351420612981
1,0.6989345012495546
1,0.5586760756869842
0,0.22848246650874146
0,0.49008651278091436
1,0.9720924840176918
0,0.459775773808678
1,0.7879418592850038
1,0.5431478920623581
0,0.4747776537287796
1,0.5727329272034182
1,0.5956621477473855
1,0.609881208646403
1,0.5465592171088125
1,0.5661173664772289
0,0.3577216910489331
0,0.30096165671822656
0,0.3376345807949608
1,0.5024643130933208
0,0.4400705465462204
0,0.37492985920066413
1,0.8115935428161615
0,0.3423885120779263
0,0.2590289067706004
1,0.5146938195865248
1,0.5954365943710613
0,0.31436938490051614
1,0.5730339461872404
1,0.699377464081002
0,0.28040055181342155
0,0.3719007766661889
1,0.6306575923425027
1,0.5434588717390575
0,0.3624387521066001
0,0.38172466386140935
1,0.6162762992760069
1,0.5476216127987168
0,0.19620697116903288
0,0.2626682641015396
0,0.4070447622040845
0,0.3170388402084677
0,0.463076359902688
0,0.491076301930886
0,0.45027204093966644
1,0.6397630794388894
1,0.5584660736407782
1,0.5434779355334457
0,0.23250161792135932
1,0.5546087026332207
0,0.4549837735384885
1,0.575950460324493
1,0.5051999669162976
0,0.43548477435814187
0,0.3090593722245313
0,0.48368688499049434
1,0.7330425959120016
1,0.721818228373904
0,0.4712364439951609
1,0.7791186313862852
0,0.4380126503808471
0,0.44826317205970967
0,0.3950781140979308
1,0.7155350440247027
0,0.2298562888954479
1,0.5474545298170315
0,0.48927855200316994
0,0.47841056818289074
0,0.3376210895479548
1,0.5697085338983798
0,0.43525751537941276
0,0.35900728707538004
1,0.6992255356336403
0,0.19691340632478918
1,0.5087873849037768
1,0.6722437231664697
0,0.47723203888709037
1,0.608896411590778
0,0.40076093111265637
1,0.7858603054032675
1,0.8553235726775863
1,0.504924549214755
0,0.3995774262388672
0,0.30523182704513796
0,0.48207475501548197
1,0.6019818975984238
1,0.5483966848025893
0,0.45595212671785057
0,0.44207010752168757
0,0.33412867651570904
1,0.6843002791409737
0,0.4156521652840703
0,0.38760055874307775
1,0.6004160564699659
0,0.2625206002057066
0,0.4919064910014496
1,0.6496692577935296
0,0.42021076462323476
0,0.30893619603326516
0,0.3314196270348236
1,0.7465160877788813
0,0.3102665187047912
0,0.306686650659976
0,0.4890476823016916
0,0.43850453124049854
1,0.6174464425161305
0,0.4064136870613331
0,0.47550978650721176
0,0.40032028343340986
1,0.5604391617636166
1,0.5047910477651595
0,0.3454941621086175
0,0.22609336074205166
0,0.32888483164357796
0,0.461847428020509
0,0.4035231913326114
1,0.6966794452008134
0,0.318232141918437
1,0.6409049709271515
0,0.4118926706409183
0,0.29551927132497
0,0.34022188789601854
1,0.6481030415139671
0,0.3519787058270007
0,0.47269047961633587
1,0.6982930128653715
0,0.02489205978778199
0,0.3787197728233798
0,0.2462100031290667
0,0.37304695307639096
1,0.612353491400281
0,0.49346344987658936
0,0.47715471915755847
0,0.3203121899158468
1,0.5598367420366364
1,0.6048884917307535
1,0.8014006670079306
0,0.4801325450732641
1,0.6103057983282348
1,0.5065887238241019
0,0.47069250165597476
0,0.21823209234054888
0,0.4953577776878428
0,0.3929851911399112
1,0.5412994008853829
0,0.3749841781061942
0,0.15994999733967127
0,0.28623018054731086
0,0.4280620230143909
0,0.3571817399832139
1,0.6109869488939029
1,0.6156255363763475
1,0.5224165548810326
0,0.3827382057504695
0,0.49644156443866183
1,0.713570132311454
0,0.4057218940190085
1,0.7930584387791773
1,0.5073386968357392
0,0.1760300686457218
1,0.6290628651453738
1,0.6253113840347764
1,0.5267067215015637
0,0.4019350813774385
0,0.17864474308382514
0,0.3169764306370087
1,0.6066478213350734
0,0.3607359789430327
0,0.36271617470229217
0,0.4403712074378696
0,0.18713068838915156
1,0.7667901597328912
0,0.16482353257038407
1,0.6452353782138901
1,0.5146838660948327
1,0.5338546291766733
0,0.3377830257850347
0,0.25321769139193534
1,0.7550071806732686
0,0.4127396827775461
0,0.44388369403173883
0,0.4476911912295129
0,0.2532865283940427
1,0.5459890066699296
1,0.5362245175592512
0,0.09387445165735425
0,0.41056214282376496
1,0.6165916090266219
1,0.5022547265005272
0,0.2869826852513166
0,0.33082783954671746
0,0.27542799000637286
0,0.4994657080072718
0,0.4561385040315669
1,0.5681105603808158
0,0.19908100980031895
0,0.3588641616179676
1,0.5244408621444059
0,0.09863107171844085
0,0.25024515507645684
0,0.38815317226517426
0,0.32844351104681957
1,0.5430594637951153
0,0.38183623648724907
0,0.36729772356497953
0,0.3396675737762278
0,0.35664769566994037
0,0.2128339299424177
0,0.48755250695505803
0,0.2592363892445565
0,0.46377251391192387
1,0.5456409518281099
0,0.47520829423685995
0,0.4765287972165447
0,0.4106829213307423
0,0.4507410002323495
0,0.4789061027490688
1,0.5316915720456338
0,0.39428168940572556
1,0.565365774373205
0,0.39170062048454574
1,0.6320498187476646
1,0.6471880252660911
0,0.14818055377471434
1,0.5818896782683318
1,0.693393724363723
0,0.47865228502705814
0,0.43467795386553143
0,0.4653696414280596
0,0.44476505884478595
0,0.49073125869660794
0,0.33293728222753116
0,0.43308176673787013
1,0.7726803436620113
0,0.10555071870137069
1,0.7137639690661732
0,0.3307255072133294
0,0.36339205864075236
1,0.531655449504618
1,0.541949253109868
0,0.49333963026154815
1,0.5456496694786952
0,0.14202936886730566
0,0.3665487045933489
1,0.5048560622656776
0,0.08258671805718275
1,0.5455764849403505
0,0.4836451030656655
1,0.5115652254153089
0,0.3227547122972486
0,0.4856752473957035
0,0.39703808327827994
0,0.2006397886653907
0,0.3622519483843855
1,0.5353205244194518
1,0.8075887720841123
0,0.22292727537146714
0,0.25966534821986953
0,0.36785355914073903
0,0.3405429348528821
0,0.3308267516831955
0,0.3842179864473681
1,0.6406899244583858
1,0.6451690545453033
0,0.33551852928787645
0,0.3729655802758813
1,0.6145426062196281
0,0.3784922187043923
0,0.3538613305729879
0,0.3222514488249227
0,0.10550469160485168
